ship date;tracking;state;zip;custom weight;weight;zone;I;rate;shipper
2016/1/26;1Z2E372V0392920509;NY;13902;2;2;8;Ground Commercial;6.94;GMPvitas
2016/1/26;1Z2E372V0392920509;NY;13902;0;0;8;Fuel Surcharge;0.36;GMPvitas
2016/1/26;1Z2E372V0396207318;NY;10006;1.5;2;8;Ground Residential;6.94;GMPvitas
2016/1/26;1Z2E372V0396207318;NY;10006;0;0;8;Residential Surcharge;2.11;GMPvitas
2016/1/26;1Z2E372V0396207318;NY;10006;0;0;8;Fuel Surcharge;0.47;GMPvitas
2016/1/26;1Z2E372V0396207318;NY;10006;0;0;8;Ground Residential;0;GMPvitas
2016/1/27;1Z2E372V0397216342;DE;19713;2;2;8;Ground Commercial;6.94;GMPvitas
2016/1/27;1Z2E372V0397216342;DE;19713;0;0;8;Fuel Surcharge;0.36;GMPvitas
2016/1/27;1Z2E372V0399392327;NJ;08854;1.5;2;8;Ground Residential;6.94;GMPvitas
2016/1/27;1Z2E372V0399392327;NJ;08854;0;0;8;Residential Surcharge;2.11;GMPvitas
2016/1/27;1Z2E372V0399392327;NJ;08854;0;0;8;Fuel Surcharge;0.47;GMPvitas
2016/1/27;1Z2E372V0399392327;NJ;08854;0;0;8;Ground Residential;0;GMPvitas
2016/1/28;1Z2E372V0390967553;OR;97217;2;2;5;Ground Commercial;6.94;GMPvitas
2016/1/28;1Z2E372V0390967553;OR;97217;0;0;5;Fuel Surcharge;0.37;GMPvitas
2016/1/28;1Z2E372V0391153117;OR;97218;1.5;2;5;Ground Commercial;6.94;GMPvitas
2016/1/28;1Z2E372V0391153117;OR;97218;0;0;5;Fuel Surcharge;0.37;GMPvitas
2016/1/28;1Z2E372V0391153117;OR;97218;0;0;5;Ground Commercial;0;GMPvitas
2016/1/28;1Z2E372V0393411530;CT;06851;4;4;8;Ground Residential;7.56;GMPvitas
2016/1/28;1Z2E372V0393411530;CT;06851;0;0;8;Residential Surcharge;2.11;GMPvitas
2016/1/28;1Z2E372V0393411530;CT;06851;0;0;8;Fuel Surcharge;0.51;GMPvitas
2016/1/28;1Z2E372V0393722169;FL;33433;1.5;2;8;Ground Residential;6.94;GMPvitas
2016/1/28;1Z2E372V0393722169;FL;33433;0;0;8;Residential Surcharge;2.11;GMPvitas
2016/1/28;1Z2E372V0393722169;FL;33433;0;0;8;Fuel Surcharge;0.47;GMPvitas
2016/1/28;1Z2E372V0393722169;FL;33433;0;0;8;Ground Residential;0;GMPvitas
2016/1/28;1Z2E372V0394109348;NY;13850;2;2;8;Ground Residential;6.94;GMPvitas
2016/1/28;1Z2E372V0394109348;NY;13850;0;0;8;Residential Surcharge;2.11;GMPvitas
2016/1/28;1Z2E372V0394109348;NY;13850;0;0;8;Fuel Surcharge;0.47;GMPvitas
2016/1/28;1Z2E372V0396655352;NV;89052;12;12;3;Ground Residential;6.94;Health Avenue
2016/1/28;1Z2E372V0396655352;NV;89052;0;0;3;Residential Surcharge;2.11;Health Avenue
2016/1/28;1Z2E372V0396655352;NV;89052;0;0;3;Fuel Surcharge;0.48;Health Avenue
2016/1/18;1Z091YW70391825427;MD;21234;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/1/18;1Z091YW70391825427;MD;21234;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/18;1Z091YW70391825427;MD;21234;0;0;8;Fuel Surcharge;1.51;M T L International
2016/1/18;1Z091YW70391825427;MD;21234;0;0;8;Third Party Billing Service;0.76;M T L International
2016/1/18;1Z091YW70391825427;MD;21234;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70394228022;VA;24228;16;27;8;Ground Commercial Third Party;19.36;M T L International
2016/1/25;1Z091YW70394228022;VA;24228;0;0;8;Delivery Area Surcharge - Extended;2.3;M T L International
2016/1/25;1Z091YW70394228022;VA;24228;0;0;8;Fuel Surcharge;1.13;M T L International
2016/1/25;1Z091YW70394228022;VA;24228;0;0;8;Third Party Billing Service;0.57;M T L International
2016/1/25;1Z091YW70394228022;VA;24228;0;0;8;Ground Commercial Third Party;0;M T L International
2016/1/25;1Z091YW70397892442;TN;37804;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/1/25;1Z091YW70397892442;TN;37804;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70397892442;TN;37804;0;0;8;Fuel Surcharge;0.62;M T L International
2016/1/25;1Z091YW70397892442;TN;37804;0;0;8;Third Party Billing Service;0.31;M T L International
2016/1/25;1Z091YW70397892442;TN;37804;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70396743855;OH;43612;5;12;8;Ground Commercial Third Party;10.27;M T L International
2016/1/25;1Z091YW70396743855;OH;43612;0;0;8;Fuel Surcharge;0.54;M T L International
2016/1/25;1Z091YW70396743855;OH;43612;0;0;8;Third Party Billing Service;0.27;M T L International
2016/1/25;1Z091YW70396743855;OH;43612;0;0;8;Ground Commercial Third Party;0;M T L International
2016/1/25;1Z091YW70397850880;IL;60087;17;30;7;Ground Residential Third Party;18.66;M T L International
2016/1/25;1Z091YW70397850880;IL;60087;0;0;7;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70397850880;IL;60087;0;0;7;Fuel Surcharge;1.09;M T L International
2016/1/25;1Z091YW70397850880;IL;60087;0;0;7;Third Party Billing Service;0.55;M T L International
2016/1/25;1Z091YW70397850880;IL;60087;0;0;7;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70399722907;IN;46835;17;30;8;Ground Residential Third Party;22;M T L International
2016/1/25;1Z091YW70399722907;IN;46835;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70399722907;IN;46835;0;0;8;Fuel Surcharge;1.26;M T L International
2016/1/25;1Z091YW70399722907;IN;46835;0;0;8;Third Party Billing Service;0.63;M T L International
2016/1/25;1Z091YW70399722907;IN;46835;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;16;27;8;Ground Residential Third Party;20;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;0;0;8;Fuel Surcharge;1.37;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;0;0;8;Third Party Billing Service;0.69;M T L International
2016/1/25;1Z091YW70399286120;FL;32327;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70398311933;IL;61858;16;27;7;Ground Commercial Third Party;16.55;M T L International
2016/1/25;1Z091YW70398311933;IL;61858;0;0;7;Delivery Area Surcharge;2.3;M T L International
2016/1/25;1Z091YW70398311933;IL;61858;0;0;7;Fuel Surcharge;0.99;M T L International
2016/1/25;1Z091YW70398311933;IL;61858;0;0;7;Third Party Billing Service;0.5;M T L International
2016/1/25;1Z091YW70398311933;IL;61858;0;0;7;Ground Commercial Third Party;0;M T L International
2016/1/25;1Z091YW70395212546;FL;33596;16;27;8;Ground Residential Third Party;20;M T L International
2016/1/25;1Z091YW70395212546;FL;33596;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70395212546;FL;33596;0;0;8;Fuel Surcharge;1.16;M T L International
2016/1/25;1Z091YW70395212546;FL;33596;0;0;8;Third Party Billing Service;0.58;M T L International
2016/1/25;1Z091YW70395212546;FL;33596;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70399771953;MA;02026;16;27;8;Ground Residential Third Party;20;M T L International
2016/1/25;1Z091YW70399771953;MA;02026;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70399771953;MA;02026;0;0;8;Fuel Surcharge;1.16;M T L International
2016/1/25;1Z091YW70399771953;MA;02026;0;0;8;Third Party Billing Service;0.58;M T L International
2016/1/25;1Z091YW70399771953;MA;02026;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70398494166;GA;31005;16;27;8;Ground Residential Third Party;20;M T L International
2016/1/25;1Z091YW70398494166;GA;31005;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70398494166;GA;31005;0;0;8;Fuel Surcharge;1.16;M T L International
2016/1/25;1Z091YW70398494166;GA;31005;0;0;8;Third Party Billing Service;0.58;M T L International
2016/1/25;1Z091YW70398494166;GA;31005;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70396077594;GA;30052;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/1/25;1Z091YW70396077594;GA;30052;0;0;8;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70396077594;GA;30052;0;0;8;Fuel Surcharge;1.51;M T L International
2016/1/25;1Z091YW70396077594;GA;30052;0;0;8;Third Party Billing Service;0.76;M T L International
2016/1/25;1Z091YW70396077594;GA;30052;0;0;8;Ground Residential Third Party;0;M T L International
2016/1/25;1Z091YW70397187213;NE;68822;16;27;6;Ground Residential Third Party;14.55;M T L International
2016/1/25;1Z091YW70397187213;NE;68822;0;0;6;Residential Surcharge;2.11;M T L International
2016/1/25;1Z091YW70397187213;NE;68822;0;0;6;Delivery Area Surcharge - Extended;4;M T L International
2016/1/25;1Z091YW70397187213;NE;68822;0;0;6;Fuel Surcharge;1.08;M T L International
